Date,Open,High,Low,Close,Volume
2010-01-04,10680,10790,10680,10750,466774
2010-01-05,10880,10890,10750,10780,463495
2010-01-06,10820,10870,10750,10810,442235
2010-01-07,10840,10870,10730,10780,458098
2010-01-08,10870,10920,10760,10910,697940
2010-01-12,10870,11000,10850,11000,445820
2010-01-13,10880,10950,10810,10810,498776
2010-01-14,10900,11000,10870,11000,448870
2010-01-15,11020,11080,10960,11060,439640
2010-01-18,10950,10980,10870,10930,819275
2010-01-19,10950,10970,10840,10860,523118
2010-01-20,10960,10960,10800,10800,591605
2010-01-21,10780,10980,10740,10950,841468
2010-01-22,10740,10760,10610,10690,1180879
2010-01-25,10500,10650,10500,10600,436868
2010-01-26,10600,10660,10420,10440,628662
2010-01-27,10440,10470,10340,10350,507521
2010-01-28,10430,10560,10390,10520,489322
2010-01-29,10360,10430,10250,10260,544023
2010-02-01,10310,10320,10220,10300,472393
2010-02-02,10410,10490,10400,10460,337168
2010-02-03,10500,10530,10450,10520,404410
2010-02-04,10520,10540,10370,10450,667646
2010-02-05,10170,10210,10130,10170,1159247
2010-02-08,10070,10160,10030,10060,1017635
2010-02-09,10000,10050,9960,10040,498941
2010-02-10,10130,10140,10050,10080,290461
2010-02-12,10170,10200,10110,10200,268464
2010-02-15,10200,10210,10100,10100,137429
2010-02-16,10150,10160,10110,10130,87360
2010-02-17,10260,10410,10250,10400,428121
2010-02-18,10420,10440,10370,10430,232120
2010-02-19,10450,10450,10220,10240,541997
2010-02-22,10420,10550,10420,10480,493813
2010-02-23,10440,10470,10370,10460,335294
2010-02-24,10300,10350,10220,10300,483873
2010-02-25,10350,10370,10190,10190,314828
2010-02-26,10210,10280,10180,10210,332335
2010-03-01,10240,10320,10210,10280,243504
2010-03-02,10300,10340,10240,10330,301454
2010-03-03,10290,10370,10280,10330,786984
2010-03-04,10340,10360,10230,10240,598602
2010-03-05,10360,10480,10360,10480,530038
2010-03-08,10640,10690,10610,10670,781260
2010-03-09,10660,10690,10640,10650,349318
2010-03-10,10670,10690,10640,10660,309304
2010-03-11,10700,10770,10680,10760,443705
2010-03-12,10830,10870,10790,10830,509980
2010-03-15,10890,10910,10800,10840,201762
2010-03-16,10830,10870,10810,10820,172517
2010-03-17,10880,10960,10850,10940,510281
2010-03-18,10940,10950,10830,10840,293522
2010-03-19,10900,10930,10870,10920,235980
2010-03-23,10890,10920,10860,10870,202851
2010-03-24,10940,10980,10860,10900,278338
2010-03-25,10950,10970,10900,10940,248520
2010-03-26,10990,11100,10980,11100,549044
2010-03-29,11080,11180,11060,11180,327010
2010-03-30,11200,11290,11170,11270,396167
2010-03-31,11270,11310,11240,11260,367400
2010-04-01,11310,11450,11290,11400,873475
2010-04-02,11480,11490,11410,11460,466762
2010-04-05,11520,11550,11480,11520,383932
2010-04-06,11530,11530,11390,11460,338598
2010-04-07,11470,11530,11430,11470,508707
2010-04-08,11360,11410,11330,11330,434114
2010-04-09,11380,11380,11320,11370,576286
2010-04-12,11460,11530,11410,11430,337626
2010-04-13,11390,11390,11250,11330,423746
2010-04-14,11400,11450,11330,11370,312596
2010-04-15,11480,11490,11420,11440,349129
2010-04-16,11410,11410,11250,11270,746883
2010-04-19,11110,11130,11050,11070,592751
2010-04-20,11140,11180,11060,11080,530084
2010-04-21,11200,11270,11190,11270,291137
2010-04-22,11160,11160,11030,11120,413553
2010-04-23,11080,11140,11030,11120,441164
2010-04-26,11210,11340,11210,11340,983534
2010-04-27,11280,11390,11280,11370,375172
2010-04-28,11070,11150,11050,11100,811986
2010-04-30,11250,11260,11200,11230,234937
2010-05-06,10880,10910,10850,10850,840545
2010-05-07,10420,10610,10350,10610,1480156
2010-05-10,10580,10730,10540,10720,862686
2010-05-11,10830,10830,10570,10590,976118
2010-05-12,10630,10680,10510,10550,514297
2010-05-13,10740,10820,10710,10810,472969
2010-05-14,10630,10730,10560,10640,509364
2010-05-17,10480,10510,10330,10420,833893
2010-05-18,10480,10520,10380,10430,335773
2010-05-19,10270,10360,10210,10320,686219
2010-05-20,10280,10340,10180,10230,515089
2010-05-21,9930,10020,9880,9940,1051459
2010-05-24,9950,9970,9860,9930,441426
2010-05-25,9810,9830,9600,9630,964242
2010-05-26,9760,9810,9640,9660,688763
2010-05-27,9590,9830,9560,9820,365799
2010-05-28,9990,10000,9870,9970,649655
2010-05-31,9920,10010,9900,9930,379934
2010-06-01,9890,9920,9830,9900,444840
2010-06-02,9810,9940,9730,9770,312808
2010-06-03,9960,10120,9950,10120,684505
2010-06-04,10080,10140,10050,10110,234561
2010-06-07,9790,9810,9670,9690,680434
2010-06-08,9620,9760,9600,9700,410402
2010-06-09,9670,9670,9550,9640,766525
2010-06-10,9680,9720,9610,9700,419872
2010-06-11,9900,9940,9840,9880,417674
2010-06-14,9990,10060,9990,10050,281748
2010-06-15,10020,10090,10000,10030,257181
2010-06-16,10210,10290,10200,10250,530880
2010-06-17,10190,10230,10160,10180,178171
2010-06-18,10220,10220,10140,10160,208518
2010-06-21,10280,10430,10280,10420,345053
2010-06-22,10310,10360,10270,10290,516000
2010-06-23,10130,10140,10080,10080,410504
2010-06-24,10060,10180,10060,10090,147803
2010-06-25,9950,9960,9860,9900,537580
2010-06-28,9930,9940,9850,9870,146964
2010-06-29,9890,9940,9720,9720,184655
2010-06-30,9570,9590,9520,9560,491023
2010-07-01,9470,9470,9320,9370,683191
2010-07-02,9410,9440,9330,9400,448807
2010-07-05,9410,9460,9390,9460,321783
2010-07-06,9230,9390,9120,9390,635835
2010-07-07,9350,9360,9250,9310,391786
2010-07-08,9540,9570,9510,9560,478615
2010-07-09,9580,9640,9540,9600,621189
2010-07-12,9570,9670,9560,9580,177457
2010-07-13,9620,9660,9520,9550,279531
2010-07-14,9770,9830,9770,9830,384854
2010-07-15,9730,9760,9690,9690,209117
2010-07-16,9630,9660,9410,9440,397734
2010-07-20,9290,9410,9270,9340,346100
2010-07-21,9430,9430,9250,9300,287137
2010-07-22,9260,9280,9200,9240,398419
2010-07-23,9460,9500,9390,9460,394791
2010-07-26,9550,9590,9510,9510,333065
2010-07-27,9520,9560,9510,9520,361495
2010-07-28,9650,9790,9650,9770,401200
2010-07-29,9680,9760,9670,9710,134642
2010-07-30,9680,9680,9520,9570,305826
2010-08-02,9590,9710,9580,9590,304637
2010-08-03,9750,9780,9650,9690,375550
2010-08-04,9640,9640,9500,9510,447270
2010-08-05,9690,9720,9600,9650,271706
2010-08-06,9590,9690,9560,9680,133251
2010-08-09,9540,9600,9530,9590,161384
2010-08-10,9650,9690,9530,9560,176099
2010-08-11,9450,9470,9300,9320,821601
2010-08-12,9140,9240,9080,9230,884561
2010-08-13,9240,9300,9180,9300,513397
2010-08-16,9170,9240,9110,9210,326439
2010-08-17,9110,9210,9100,9200,326306
2010-08-18,9280,9300,9180,9260,423923
2010-08-19,9260,9400,9260,9400,486486
2010-08-20,9240,9310,9180,9190,611573
2010-08-23,9170,9200,9110,9120,370852
2010-08-24,9050,9100,8990,8990,907107
2010-08-25,8920,8970,8820,8850,935101
2010-08-26,8930,8940,8850,8910,877792
2010-08-27,8830,9050,8830,9010,541380
2010-08-30,9180,9310,9140,9150,652951
2010-08-31,9020,9030,8820,8830,737957
2010-09-01,8850,8970,8820,8960,448419
2010-09-02,9110,9130,8980,9060,592903
2010-09-03,9130,9170,9070,9130,376858
2010-09-06,9230,9340,9200,9310,630397
2010-09-07,9260,9340,9230,9250,318667
2010-09-08,9110,9130,9020,9050,502948
2010-09-09,9150,9170,9090,9110,347686
2010-09-10,9180,9320,9160,9250,477317
2010-09-13,9370,9430,9330,9350,452816
2010-09-14,9350,9360,9280,9350,466691
2010-09-15,9260,9620,9230,9540,1845191
2010-09-16,9660,9660,9510,9520,464420
2010-09-17,9630,9680,9580,9670,687721
2010-09-21,9710,9730,9610,9620,277303
2010-09-22,9580,9650,9570,9600,582167
2010-09-24,9450,9640,9440,9490,1052797
2010-09-27,9580,9640,9570,9620,370606
2010-09-28,9600,9640,9550,9570,427574
2010-09-29,9610,9700,9590,9660,803764
2010-09-30,9650,9660,9460,9470,402841
2010-10-01,9560,9560,9450,9470,392806
2010-10-04,9490,9610,9440,9450,376912
2010-10-05,9410,9630,9410,9620,545413
2010-10-06,9680,9790,9660,9770,854386
2010-10-07,9750,9810,9740,9760,463694
2010-10-08,9730,9760,9660,9680,266563
2010-10-12,9740,9740,9470,9490,557679
2010-10-13,9560,9600,9480,9500,508667
2010-10-14,9600,9710,9570,9670,697657
2010-10-15,9630,9640,9560,9610,287650
2010-10-18,9620,9650,9560,9570,250026
2010-10-19,9580,9660,9570,9610,250692
2010-10-20,9500,9500,9400,9460,677785
2010-10-21,9550,9580,9410,9460,900355
2010-10-22,9490,9540,9480,9520,190298
2010-10-25,9520,9540,9470,9500,194802
2010-10-26,9470,9550,9450,9460,553570
2010-10-27,9530,9540,9410,9490,587938
2010-10-28,9450,9510,9440,9450,283318
2010-10-29,9410,9420,9260,9280,1063599
2010-11-01,9260,9350,9220,9250,568870
2010-11-02,9230,9260,9210,9250,342221
2010-11-04,9380,9460,9370,9450,544234
2010-11-05,9600,9770,9600,9730,1102779
2010-11-08,9790,9830,9770,9800,492650
2010-11-09,9760,9810,9740,9770,354332
2010-11-10,9840,9930,9830,9910,883110
2010-11-11,9970,9980,9920,9940,550837
2010-11-12,9900,9940,9810,9820,394109
2010-11-15,9910,9930,9830,9920,627232
2010-11-16,9980,10000,9860,9860,512854
2010-11-17,9810,9920,9790,9920,313743
2010-11-18,9910,10100,9880,10060,674185
2010-11-19,10210,10230,10100,10140,651933
2010-11-22,10230,10250,10180,10200,617373
2010-11-24,10020,10160,10000,10140,812805
2010-11-25,10200,10210,10130,10170,489718
2010-11-26,10180,10220,10130,10150,293280
2010-11-29,10180,10240,10130,10220,597940
2010-11-30,10170,10200,10020,10040,967778
2010-12-01,10030,10100,10000,10100,397332
2010-12-02,10270,10280,10230,10250,559465
2010-12-03,10330,10340,10240,10280,316393
2010-12-06,10260,10270,10230,10260,315045
2010-12-07,10250,10260,10180,10240,277438
2010-12-08,10290,10350,10280,10320,419952
2010-12-09,10370,10390,10330,10370,409961
2010-12-10,10340,10420,10280,10320,549665
2010-12-13,10310,10380,10290,10380,199208
2010-12-14,10370,10410,10350,10400,320774
2010-12-15,10410,10430,10370,10400,196600
2010-12-16,10410,10440,10370,10400,268083
2010-12-17,10400,10420,10370,10390,159345
2010-12-20,10390,10390,10270,10320,195868
2010-12-21,10360,10460,10360,10450,440909
2010-12-22,10450,10490,10410,10430,430463
2010-12-24,10360,10380,10350,10380,226336
2010-12-27,10390,10470,10380,10450,253551
2010-12-28,10420,10440,10390,10410,174051
2010-12-29,10390,10450,10380,10450,223442
2010-12-30,10410,10420,10300,10310,513886
2011-01-04,10440,10520,10420,10470,533091
2011-01-05,10480,10520,10460,10470,240326
2011-01-06,10590,10630,10590,10620,595830
2011-01-07,10590,10660,10590,10660,198299
2011-01-11,10560,10640,10560,10620,341334
2011-01-12,10650,10680,10600,10610,403656
2011-01-13,10700,10720,10660,10660,323622
2011-01-14,10670,10680,10590,10610,283112
2011-01-17,10660,10670,10580,10610,233116
2011-01-18,10560,10650,10550,10610,280497
2011-01-19,10650,10680,10630,10670,200137
2011-01-20,10590,10610,10520,10540,450226
2011-01-21,10580,10580,10360,10370,563085
2011-01-24,10410,10450,10380,10430,288259
2011-01-25,10460,10580,10450,10560,452707
2011-01-26,10520,10540,10490,10520,303389
2011-01-27,10560,10590,10520,10560,279552
2011-01-28,10570,10580,10430,10480,361355
2011-01-31,10320,10370,10280,10340,457068
2011-02-01,10380,10400,10340,10360,286078
2011-02-02,10480,10580,10460,10560,528149
2011-02-03,10530,10550,10510,10540,284078
2011-02-04,10630,10680,10630,10640,379773
2011-02-07,10740,10750,10670,10690,258465
2011-02-08,10740,10750,10710,10720,231994
2011-02-09,10780,10800,10690,10720,479845
2011-02-10,10690,10730,10660,10720,211303
2011-02-14,10800,10830,10770,10830,617498
2011-02-15,10840,10860,10810,10850,408665
2011-02-16,10860,10950,10850,10910,478073
2011-02-17,10970,11000,10920,10940,283199
2011-02-18,10940,10960,10910,10960,328266
2011-02-21,10920,10970,10890,10970,315669
2011-02-22,10850,10860,10730,10770,590103
2011-02-23,10690,10770,10650,10670,443395
2011-02-24,10640,10650,10530,10570,540308
2011-02-25,10590,10640,10560,10600,353977
2011-02-28,10600,10730,10550,10720,256052
2011-03-01,10780,10860,10770,10850,397685
2011-03-02,10710,10730,10590,10600,615079
2011-03-03,10620,10700,10620,10700,340381
2011-03-04,10860,10880,10770,10790,822791
2011-03-07,10720,10720,10580,10650,585725
2011-03-08,10610,10670,10610,10640,273431
2011-03-09,10710,10770,10670,10700,559664
2011-03-10,10650,10650,10510,10540,664503
2011-03-11,10470,10490,10340,10390,742871
2011-03-14,9660,9940,9630,9680,1685985
2011-03-15,9340,9410,8180,8950,2469541
2011-03-16,9130,9260,8940,9190,1913232
2011-03-17,8960,9200,8620,9130,1417475
2011-03-18,9280,9390,9200,9300,1289884
2011-03-22,9650,9730,9580,9730,912878
2011-03-23,9720,9720,9490,9570,901703
2011-03-24,9560,9620,9520,9530,547823
2011-03-25,9670,9690,9570,9640,475499
2011-03-28,9650,9650,9510,9590,410465
2011-03-29,9510,9690,9500,9650,616887
2011-03-30,9700,9890,9660,9890,674916
2011-03-31,9950,9950,9840,9910,491807
2011-04-01,9930,10010,9880,9890,747475
2011-04-04,9940,9990,9890,9890,464945
2011-04-05,9920,9920,9750,9800,408244
2011-04-06,9850,9860,9740,9770,264786
2011-04-07,9840,9870,9760,9780,304344
2011-04-08,9740,9990,9720,9950,449510
2011-04-11,9900,9960,9880,9900,462881
2011-04-12,9790,9790,9700,9730,469191
2011-04-13,9710,9840,9700,9840,382362
2011-04-14,9750,9860,9740,9820,473974
2011-04-15,9830,9840,9750,9760,161566
2011-04-18,9780,9800,9720,9740,194149
2011-04-19,9640,9670,9590,9630,408177
2011-04-20,9730,9820,9700,9800,357537
2011-04-21,9870,9910,9820,9850,391997
2011-04-22,9810,9920,9800,9880,382285
2011-04-25,9880,9930,9850,9850,144196
2011-04-26,9820,9820,9720,9730,284067
2011-04-27,9820,9910,9810,9880,415795
2011-04-28,9920,10040,9900,10040,875438
2011-05-02,10150,10210,10120,10210,583662
2011-05-06,9950,10060,9950,10050,278034
2011-05-09,10070,10090,9960,10000,309744
2011-05-10,10000,10040,9950,10020,358188
2011-05-11,10110,10120,10030,10060,252434
2011-05-12,9950,10030,9890,9900,572794
